Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.1 Rücklauftemperatur [C]	Variante 10.1 Innentemperatur.Wand.Nord [C]	Variante 10.1 Innentemperatur.Wand.Süd [C]	Variante 10.1 Innentemperatur.Boden [C]	Variante 10.1 Innentemperatur.Wand.Ost [C]	Variante 10.1 Innentemperatur.Wand.West [C]	Variante 10.1 Innentemperatur.Dach [C]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.West [C]	Variante 10.6 Innentemperatur.Dach [C]
2147	10	384.183	0	0	7.521	7.521	7.521	7.521	7.521	334.611	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.929	0	0	24.473	18.808	18.808	23.657	18.808	18.808	18.808	20.462	0	0	22.499	19.575	19.575	21.596	19.578	19.578	19.583	9.815	0	0	9.802	9.812	9.812	9.813	9.812	9.812	9.812
2148	10	384.184	0	0	7.521	7.521	7.521	7.521	7.521	334.612	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.69	0	0	23.973	18.797	18.797	23.13	18.797	18.797	18.797	20.34	0	0	22.21	19.543	19.543	21.361	19.546	19.546	19.551	9.802	0	0	9.788	9.799	9.799	9.8	9.799	9.799	9.799
2149	10	384.184	0	0	7.521	7.521	7.521	7.521	7.521	334.612	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.517	0	0	23.603	18.783	18.783	22.757	18.783	18.783	18.783	20.243	0	0	21.973	19.514	19.514	21.177	19.517	19.517	19.522	9.789	0	0	9.777	9.787	9.787	9.787	9.787	9.787	9.787
2150	10	384.185	0	0	7.521	7.521	7.521	7.521	7.521	334.613	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.387	0	0	23.308	18.771	18.771	22.476	18.771	18.771	18.771	20.162	0	0	21.769	19.49	19.49	21.023	19.493	19.493	19.497	9.778	0	0	9.769	9.776	9.776	9.777	9.776	9.776	9.776
2151	10	384.186	0	0	7.521	7.521	7.521	7.521	7.521	334.613	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.282	0	0	23.058	18.762	18.762	22.25	18.762	18.762	18.762	20.092	0	0	21.588	19.47	19.47	20.891	19.472	19.472	19.477	9.77	0	0	9.763	9.768	9.768	9.769	9.768	9.768	9.768
2152	10	384.186	0	0	7.521	7.521	7.521	7.521	7.521	334.614	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.195	0	0	22.839	18.756	18.756	22.058	18.756	18.756	18.756	20.031	0	0	21.425	19.453	19.453	20.773	19.456	19.456	19.46	9.764	0	0	9.76	9.763	9.763	9.763	9.763	9.763	9.763
2153	10	384.187	0	0	7.521	7.521	7.521	7.521	7.521	334.614	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.12	0	0	22.639	18.753	18.753	21.89	18.753	18.753	18.753	20.036	3705.012	0	26.136	19.445	19.445	20.843	19.447	19.447	19.451	9.761	0	0	9.759	9.76	9.76	9.76	9.76	9.76	9.76
2154	10	384.187	0	0	7.521	7.521	7.521	7.521	7.521	334.615	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.052	0	0	22.455	18.751	18.751	21.736	18.751	18.751	18.751	21.264	0	0	25.814	19.614	19.614	23.485	19.617	19.617	19.623	9.759	0	0	9.758	9.759	9.759	9.759	9.759	9.759	9.759
2155	10	384.188	0	0	7.521	7.521	7.521	7.521	7.521	334.615	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	19.99	0	0	22.282	18.751	18.751	21.595	18.751	18.751	18.751	21.143	0	0	24.043	19.713	19.713	22.964	19.716	19.716	19.722	9.758	0	0	9.758	9.758	9.758	9.758	9.758	9.758	9.758
2156	10	384.189	0	0	7.521	7.521	7.521	7.521	7.521	334.616	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.959	0	0	25.856	18.816	18.816	23.85	18.816	18.816	18.816	20.86	0	0	23.302	19.725	19.725	22.309	19.728	19.728	19.734	9.758	0	0	9.759	9.758	9.758	9.759	9.758	9.758	9.758
2157	10	384.189	0	0	7.521	7.521	7.521	7.521	7.521	334.616	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.968	0	0	24.419	18.88	18.88	23.658	18.88	18.88	18.88	20.674	0	0	22.836	19.717	19.717	21.898	19.72	19.72	19.725	9.759	0	0	9.762	9.76	9.76	9.76	9.76	9.76	9.76
2158	10	384.19	0	0	7.521	7.521	7.521	7.521	7.521	334.617	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.724	0	0	23.841	18.896	18.896	23.08	18.896	18.896	18.896	20.545	0	0	22.505	19.702	19.702	21.624	19.705	19.705	19.71	9.762	0	0	9.765	9.762	9.762	9.762	9.762	9.762	9.762
2159	10	384.19	0	0	7.521	7.521	7.521	7.521	7.521	334.617	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.543	0	0	23.441	18.895	18.895	22.67	18.895	18.895	18.895	20.445	0	0	22.243	19.685	19.685	21.421	19.688	19.688	19.692	9.765	0	0	9.769	9.766	9.766	9.766	9.766	9.766	9.766
2160	10	384.191	0	0	7.521	7.521	7.521	7.521	7.521	334.618	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.407	0	0	23.132	18.887	18.887	22.37	18.887	18.887	18.887	20.361	0	0	22.02	19.664	19.664	21.255	19.667	19.667	19.671	9.769	0	0	9.773	9.769	9.769	9.769	9.769	9.769	9.769
2161	10	384.191	0	0	7.521	7.521	7.521	7.521	7.521	334.618	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.295	0	0	22.873	18.873	18.873	22.133	18.873	18.873	18.873	20.284	0	0	21.82	19.64	19.64	21.109	19.643	19.643	19.648	9.772	0	0	9.777	9.773	9.773	9.773	9.773	9.773	9.773
2162	10	384.192	0	0	7.521	7.521	7.521	7.521	7.521	334.619	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.199	0	0	22.645	18.857	18.857	21.933	18.857	18.857	18.857	20.212	0	0	21.637	19.615	19.615	20.977	19.617	19.617	19.621	9.776	0	0	9.781	9.777	9.777	9.777	9.777	9.777	9.777
2163	10	384.192	0	0	7.521	7.521	7.521	7.521	7.521	334.619	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.11	0	0	22.437	18.838	18.838	21.754	18.838	18.838	18.838	20.142	0	0	21.465	19.587	19.587	20.853	19.589	19.589	19.594	9.781	0	0	9.787	9.782	9.782	9.782	9.782	9.782	9.782
2164	10	384.193	0	0	7.521	7.521	7.521	7.521	7.521	334.619	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.026	0	0	22.24	18.818	18.818	21.589	18.818	18.818	18.818	20.074	0	0	21.302	19.557	19.557	20.735	19.56	19.56	19.564	9.786	0	0	9.793	9.788	9.788	9.788	9.788	9.788	9.788
2165	10	384.193	0	0	7.521	7.521	7.521	7.521	7.521	334.62	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.654	2709.13	0	28.519	18.832	18.832	23.163	18.832	18.832	18.832	20.007	0	0	21.147	19.525	19.525	20.622	19.528	19.528	19.531	9.793	0	0	9.8	9.794	9.794	9.794	9.794	9.794	9.794
2166	10	384.194	0	0	7.521	7.521	7.521	7.521	7.521	334.62	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	21.019	0	0	24.509	18.89	18.89	23.756	18.89	18.89	18.89	20.653	2933.406	0	27.982	19.568	19.568	22.2	19.571	19.571	19.575	9.8	0	0	9.808	9.801	9.801	9.801	9.801	9.801	9.801
2167	10	384.194	0	0	7.521	7.521	7.521	7.521	7.521	334.621	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.741	0	0	23.829	18.89	18.89	23.122	18.89	18.89	18.89	21.291	0	0	24.475	19.72	19.72	23.302	19.724	19.724	19.729	9.808	0	0	9.816	9.809	9.809	9.809	9.809	9.809	9.809
2168	10	384.194	0	0	7.521	7.521	7.521	7.521	7.521	334.621	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.523	0	0	23.38	18.87	18.87	22.654	18.87	18.87	18.87	20.95	0	0	23.43	19.732	19.732	22.496	19.736	19.736	19.741	9.816	0	0	9.825	9.818	9.818	9.817	9.818	9.818	9.818
2169	10	384.195	0	0	7.521	7.521	7.521	7.521	7.521	334.621	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.359	0	0	23.039	18.844	18.844	22.314	18.844	18.844	18.844	20.69	0	0	22.83	19.701	19.701	21.95	19.704	19.704	19.71	9.825	0	0	9.834	9.827	9.827	9.826	9.827	9.827	9.827
2170	10	384.195	0	0	7.521	7.521	7.521	7.521	7.521	334.622	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.227	0	0	22.761	18.815	18.815	22.051	18.815	18.815	18.815	20.51	0	0	22.426	19.66	19.66	21.596	19.663	19.663	19.668	9.834	0	0	9.844	9.836	9.836	9.836	9.836	9.836	9.836
2171	10	384.196	0	0	7.521	7.521	7.521	7.521	7.521	334.622	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.116	0	0	22.523	18.787	18.787	21.834	18.787	18.787	18.787	20.377	0	0	22.127	19.62	19.62	21.345	19.623	19.623	19.627	9.844	0	0	9.855	9.846	9.846	9.846	9.846	9.846	9.846
2172	10	384.196	0	0	7.521	7.521	7.521	7.521	7.521	334.622	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.021	0	0	22.315	18.763	18.763	21.649	18.763	18.763	18.763	20.273	0	0	21.89	19.585	19.585	21.153	19.588	19.588	19.592	9.855	0	0	9.868	9.858	9.858	9.857	9.858	9.858	9.858
2173	10	384.196	0	0	7.521	7.521	7.521	7.521	7.521	334.623	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.965	0	0	25.863	18.809	18.809	23.87	18.809	18.809	18.809	20.189	0	0	21.692	19.557	19.557	21	19.56	19.56	19.564	9.868	0	0	9.883	9.871	9.871	9.87	9.871	9.871	9.871
2174	10	384.197	0	0	7.521	7.521	7.521	7.521	7.521	334.623	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.96	0	0	24.418	18.862	18.862	23.661	18.862	18.862	18.862	20.121	0	0	21.521	19.536	19.536	20.871	19.539	19.539	19.543	9.882	0	0	9.897	9.885	9.885	9.885	9.885	9.885	9.885
2175	10	384.197	0	0	7.521	7.521	7.521	7.521	7.521	334.623	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.711	0	0	23.842	18.875	18.875	23.078	18.875	18.875	18.875	20.063	0	0	21.369	19.521	19.521	20.76	19.523	19.523	19.527	9.896	0	0	9.908	9.898	9.898	9.898	9.898	9.898	9.898
2176	10	384.198	0	0	7.521	7.521	7.521	7.521	7.521	334.624	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.535	0	0	23.454	18.88	18.88	22.671	18.88	18.88	18.88	20.014	0	0	21.233	19.51	19.51	20.662	19.513	19.513	19.516	9.907	0	0	9.917	9.909	9.909	9.909	9.909	9.909	9.909
2177	10	384.198	0	0	7.521	7.521	7.521	7.521	7.521	334.624	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.411	0	0	23.164	18.886	18.886	22.384	18.886	18.886	18.886	20.297	3233.002	0	27.266	19.535	19.535	21.443	19.537	19.537	19.541	9.916	0	0	9.927	9.918	9.918	9.918	9.918	9.918	9.918
2178	10	384.198	0	0	7.521	7.521	7.521	7.521	7.521	334.624	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.321	0	0	22.93	18.894	18.894	22.167	18.894	18.894	18.894	21.075	0	0	23.97	19.698	19.698	22.846	19.701	19.701	19.706	9.927	0	0	9.941	9.93	9.93	9.929	9.93	9.93	9.93
2179	10	384.199	0	0	7.521	7.521	7.521	7.521	7.521	334.625	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.249	0	0	22.73	18.903	18.903	21.992	18.903	18.903	18.903	20.825	0	0	23.086	19.743	19.743	22.203	19.746	19.746	19.751	9.941	0	0	9.958	9.944	9.944	9.944	9.944	9.944	9.944
2180	10	384.199	0	0	7.521	7.521	7.521	7.521	7.521	334.625	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.189	0	0	22.551	18.914	18.914	21.842	18.914	18.914	18.914	20.635	0	0	22.596	19.751	19.751	21.765	19.754	19.754	19.758	9.958	0	0	9.977	9.962	9.962	9.961	9.962	9.962	9.962
2181	10	384.199	0	0	7.521	7.521	7.521	7.521	7.521	334.625	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.135	0	0	22.383	18.923	18.923	21.706	18.923	18.923	18.923	20.512	0	0	22.272	19.749	19.749	21.488	19.752	19.752	19.756	9.976	0	0	9.994	9.979	9.979	9.979	9.979	9.979	9.979
2182	10	384.199	0	0	7.521	7.521	7.521	7.521	7.521	334.625	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.083	0	0	22.222	18.929	18.929	21.578	18.929	18.929	18.929	20.424	0	0	22.03	19.744	19.744	21.296	19.746	19.746	19.75	9.993	0	0	10.01	9.996	9.996	9.996	9.996	9.996	9.996
2183	10	384.2	0	0	7.521	7.521	7.521	7.521	7.521	334.626	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.029	0	0	22.065	18.929	18.929	21.453	18.929	18.929	18.929	20.353	0	0	21.831	19.734	19.734	21.147	19.736	19.736	19.741	10.008	0	0	10.023	10.012	10.012	10.011	10.012	10.012	10.012
2184	10	384.2	0	0	7.521	7.521	7.521	7.521	7.521	334.626	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.033	3533.84	0	26.546	18.927	18.927	21.513	18.927	18.927	18.927	20.29	0	0	21.656	19.72	19.72	21.021	19.723	19.723	19.727	10.022	0	0	10.033	10.024	10.024	10.024	10.024	10.024	10.024
2185	10	384.2	0	0	7.521	7.521	7.521	7.521	7.521	334.626	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	21.119	0	0	24.987	19.007	19.007	23.865	19.007	19.007	19.007	20.23	0	0	21.495	19.703	19.703	20.906	19.705	19.705	19.709	10.032	0	0	10.04	10.034	10.034	10.033	10.034	10.034	10.034
2186	10	384.201	0	0	7.521	7.521	7.521	7.521	7.521	334.626	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.923	0	0	23.988	19.041	19.041	23.341	19.041	19.041	19.041	20.171	0	0	21.343	19.681	19.681	20.799	19.683	19.683	19.687	10.04	0	0	10.045	10.041	10.041	10.04	10.041	10.041	10.041
2187	10	384.201	0	0	7.521	7.521	7.521	7.521	7.521	334.627	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.684	0	0	23.47	19.04	19.04	22.801	19.04	19.04	19.04	20.112	0	0	21.2	19.656	19.656	20.696	19.659	19.659	19.662	10.044	0	0	10.046	10.045	10.045	10.044	10.045	10.045	10.045
2188	10	384.201	0	0	7.521	7.521	7.521	7.521	7.521	334.627	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.509	0	0	23.103	19.026	19.026	22.423	19.026	19.026	19.026	20.053	0	0	21.062	19.629	19.629	20.596	19.631	19.631	19.634	10.045	0	0	10.043	10.045	10.045	10.045	10.045	10.045	10.045
2189	10	384.201	0	0	7.521	7.521	7.521	7.521	7.521	334.627	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.376	0	0	22.816	19.007	19.007	22.144	19.007	19.007	19.007	19.994	0	0	20.929	19.598	19.598	20.499	19.6	19.6	19.603	10.043	0	0	10.037	10.042	10.042	10.042	10.042	10.042	10.042
2190	10	384.202	0	0	7.521	7.521	7.521	7.521	7.521	334.627	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.265	0	0	22.574	18.984	18.984	21.921	18.984	18.984	18.984	20.976	0	0	24.891	19.694	19.694	22.739	19.697	19.697	19.701	10.037	0	0	10.028	10.035	10.035	10.035	10.035	10.035	10.035
2191	10	384.202	0	0	7.521	7.521	7.521	7.521	7.521	334.628	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.168	0	0	22.358	18.958	18.958	21.731	18.958	18.958	18.958	20.923	0	0	23.222	19.762	19.762	22.397	19.765	19.765	19.77	10.027	0	0	10.015	10.025	10.025	10.025	10.025	10.025	10.025
2192	10	384.202	0	0	7.521	7.521	7.521	7.521	7.521	334.628	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.077	0	0	22.159	18.93	18.93	21.559	18.93	18.93	18.93	20.654	0	0	22.558	19.745	19.745	21.81	19.748	19.748	19.752	10.015	0	0	9.999	10.012	10.012	10.012	10.012	10.012	10.012
2193	10	384.202	0	0	7.521	7.521	7.521	7.521	7.521	334.628	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.05	3517.407	0	26.585	18.903	18.903	21.581	18.903	18.903	18.903	20.466	0	0	22.138	19.707	19.707	21.432	19.71	19.71	19.714	9.999	0	0	9.981	9.996	9.996	9.996	9.996	9.996	9.996
2194	10	384.203	0	0	7.521	7.521	7.521	7.521	7.521	334.628	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	21.105	0	0	25.008	18.959	18.959	23.893	18.959	18.959	18.959	20.328	0	0	21.839	19.665	19.665	21.174	19.667	19.667	19.671	9.982	0	0	9.962	9.978	9.978	9.978	9.978	9.978	9.978
2195	10	384.203	0	0	7.521	7.521	7.521	7.521	7.521	334.628	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.89	0	0	23.996	18.977	18.977	23.347	18.977	18.977	18.977	20.22	0	0	21.608	19.624	19.624	20.981	19.626	19.626	19.63	9.963	0	0	9.945	9.959	9.959	9.96	9.959	9.959	9.959
2196	10	384.203	0	0	7.521	7.521	7.521	7.521	7.521	334.629	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.64	0	0	23.472	18.966	18.966	22.795	18.966	18.966	18.966	20.133	0	0	21.419	19.588	19.588	20.829	19.59	19.59	19.594	9.947	0	0	9.933	9.944	9.944	9.945	9.944	9.944	9.944
2197	10	384.203	0	0	7.521	7.521	7.521	7.521	7.521	334.629	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.463	0	0	23.108	18.952	18.952	22.413	18.952	18.952	18.952	20.061	0	0	21.258	19.558	19.558	20.703	19.56	19.56	19.564	9.935	0	0	9.927	9.933	9.933	9.934	9.933	9.933	9.933
2198	10	384.204	0	0	7.521	7.521	7.521	7.521	7.521	334.629	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.336	0	0	22.831	18.94	18.94	22.139	18.94	18.94	18.94	20	0	0	21.117	19.535	19.535	20.596	19.537	19.537	19.54	9.928	0	0	9.925	9.927	9.927	9.927	9.927	9.927	9.927
2199	10	384.204	0	0	7.521	7.521	7.521	7.521	7.521	334.629	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.238	0	0	22.604	18.931	18.931	21.928	18.931	18.931	18.931	20.662	2934.523	0	27.98	19.592	19.592	22.19	19.595	19.595	19.599	9.926	0	0	9.928	9.926	9.926	9.926	9.926	9.926	9.926
2200	10	384.204	0	0	7.521	7.521	7.521	7.521	7.521	334.629	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.158	0	0	22.408	18.925	18.925	21.753	18.925	18.925	18.925	21.001	0	0	23.585	19.717	19.717	22.635	19.72	19.72	19.725	9.928	0	0	9.934	9.929	9.929	9.929	9.929	9.929	9.929
2201	10	384.204	0	0	7.521	7.521	7.521	7.521	7.521	334.629	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.088	0	0	22.231	18.919	18.919	21.602	18.919	18.919	18.919	20.735	0	0	22.836	19.733	19.733	22.01	19.736	19.736	19.741	9.934	0	0	9.942	9.935	9.935	9.935	9.935	9.935	9.935
2202	10	384.204	0	0	7.521	7.521	7.521	7.521	7.521	334.63	24.953	719.494	0	34.139	20.621	20.621	30.585	20.621	20.621	20.621	26.999	793.049	0	34.051	24.644	24.644	30.05	24.651	24.651	24.664	20.027	0	0	22.068	18.915	18.915	21.465	18.915	18.915	18.915	20.553	0	0	22.392	19.724	19.724	21.611	19.727	19.727	19.731	9.942	0	0	9.951	9.944	9.944	9.943	9.944	9.944	9.944
